Date,Time,Longtitude,Latitude,1-NO Prescale - ppb,NO Slope,NO Offset,NO Final,NO Status,2-NO2 Prescale - ppb,NO2 Slope,NO2 Offset,NO2 Final,NO2 Status,4-CO Prescale - ppb,CO Slope,CO Offset,CO Final,CO Status,6-O3 Prescale - ppb,O3 Slope,O3 Offset,O3 Final,O3 Status,8-Temp-Celcius,9-RH-%,10-AP-mBar,210-Noise Level-Celcius,211-Noise Peak-%,200-Total Count-Celcius,Flag,
23/06/2015,12:00,10.724437,59.932178,-51.357,1.000,0.000,-51.357,Below LOD,-166.786,1.000,0.000,-166.786,Below LOD,20.411,1.000,0.000,20.411,,-0.132,1.000,0.000,-0.132,Below LOD,21.200,52.900,996.500,197.000,299.000,0.078,S
23/06/2015,12:15,10.724437,59.932178,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,S
23/06/2015,12:30,10.724437,59.932178,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,S
23/06/2015,12:45,10.724437,59.932178,,,,,,,,,,,,,,,,,,,,,,,,,,0.120,S
