Date,Time,Longtitude,Latitude,1-NO Prescale - ppb,NO Slope,NO Offset,NO Final,NO Status,2-NO2 Prescale - ppb,NO2 Slope,NO2 Offset,NO2 Final,NO2 Status,4-CO Prescale - ppb,CO Slope,CO Offset,CO Final,CO Status,6-O3 Prescale - ppb,O3 Slope,O3 Offset,O3 Final,O3 Status,8-Temp-Celcius,9-RH-%,10-AP-mBar,210-Noise Level-Celcius,211-Noise Peak-%,200-Total Count-Celcius,Flag,
15/06/2015,01:00,10.724265,59.933627,-4.057,1.000,0.000,-4.057,Below LOD,-38.578,1.000,0.000,-38.578,Below LOD,-14.835,1.000,0.000,-14.835,Below LOD,22.314,1.000,0.000,22.314,,9.700,49.800,998.500,190.000,299.000,0.026,S
15/06/2015,01:15,10.724265,59.933627,,,,,,,,,,,,,,,,,,,,,,,,,,0.020,S
15/06/2015,01:30,10.724265,59.933627,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,S
15/06/2015,01:45,10.724265,59.933627,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,S
